2.42770796e-03,2.00556190e-02,0
4.37824764e-04,3.02998672e-02,0
3.55610356e-02,4.90765456e-02,0
3.88912642e-02,7.08337172e-02,0
2.65597908e-02,8.69427416e-02,0
1.87515919e-02,9.92543113e-02,0
5.09183294e-02,1.21039094e-01,0
1.33497529e-01,7.16606648e-02,0
7.88278873e-02,1.52554748e-01,0
9.01546902e-02,1.57892315e-01,0
7.63988266e-02,1.76057364e-01,0
1.42671884e-01,1.56971788e-01,0
2.05574833e-01,1.79218172e-01,0
2.61608560e-01,1.07483947e-01,0
3.10232422e-01,4.25095685e-02,0
2.92344210e-01,1.37891253e-01,0
3.26481324e-01,6.72388009e-02,0
2.91387925e-01,1.81769705e-01,0
3.34522943e-01,1.14375027e-01,0
3.73420373e-01,1.53899224e-02,0
3.91696411e-01,9.91088762e-02,0
4.14061693e-01,-8.12558574e-03,0
4.08980782e-01,-1.12766814e-01,0
4.27267203e-01,-1.22366667e-01,0
4.39184972e-01,-1.51700024e-01,0
4.57308097e-01,-1.27493015e-01,0
4.77752071e-01,-8.26499378e-02,0
4.51970664e-01,-2.01736267e-01,0
4.40069325e-01,-2.47820503e-01,0
4.18941993e-01,-2.99781071e-01,0
4.35317363e-01,-2.93920072e-01,0
4.69852740e-01,-2.77054262e-01,0
3.78402396e-01,-4.06759883e-01,0
5.15713838e-01,-2.32393174e-01,0
4.74232010e-01,-3.26497759e-01,0
3.58505532e-01,-4.63361701e-01,0
4.56914832e-01,-3.82618186e-01,0
5.70850015e-01,-2.03567480e-01,0
3.06781748e-01,-5.45976040e-01,0
4.15070370e-01,-4.82364246e-01,0
-1.04249552e-01,-6.38003582e-01,0
4.69606329e-01,-4.73195879e-01,0
2.87517206e-02,-6.96376405e-01,0
1.16855681e-01,-7.07587466e-01,0
2.35831202e-01,-6.87974755e-01,0
3.24633567e-01,-6.62067274e-01,0
6.39896985e-02,-7.44730701e-01,0
5.71187551e-02,-7.55419404e-01,0
1.63844079e-02,-7.67501903e-01,0
-3.16090373e-01,-7.43694472e-01,0
-1.29763255e-01,-8.07826086e-01,0
-7.26518802e-02,-8.25090388e-01,0
-4.70933541e-01,-6.93620257e-01,0
 3.01231558e-02,-8.47949959e-01,0
-1.63480320e-01,-8.42878320e-01,0
-2.49243763e-01,-8.42701420e-01,0
-4.23331541e-01,-7.81609790e-01,0
-3.90787546e-01,-8.20811412e-01,0
-4.11547195e-01,-8.33195208e-01,0
-4.28347361e-01,-8.36049946e-01,0
-6.28688033e-01,-7.11541999e-01,0
-6.46068129e-01,-7.09521232e-01,0
-8.06873108e-01,-5.73459500e-01,0
-0.,-0.,1
-0.00857076,-0.00534532,1
-0.01924928,-0.0061308,1
-0.02551767,-0.01634388,1
-0.04368057,-0.04201312,1
-0.05711041,-0.04168802,1
-0.08166818,-0.05944198,1
-0.10719575,0.02923611,1
-0.12832106,-0.02787191,1
-0.13243652,-0.07360305,1
-0.16910268,-0.02985081,1
-0.18156816,-0.00953182,1
-0.18537304,0.04969721,1
-0.21185602,0.0106036,1
-0.22198267,-0.01031544,1
-0.23222564,0.0695756,1
-0.24656741,0.05452994,1
-0.20983652,0.1579278,1
-0.26714549,0.05489494,1
-0.23300046,0.17753409,1
-0.24324315,0.18072116,1
-0.26665152,0.16415902,1
-0.26978916,0.19576751,1
-0.16017383,0.30379515,1
-0.14552332,0.32219592,1
-0.25990539,0.26856807,1
-0.16792508,0.34515659,1
